Province,Type,Name,Tel,Longitude,Latitude
Gauteng,Clinic,Luipaardsvlei Old Age Home,011-955-6841,27.81323,-26.12265
Gauteng,Clinic,Lyttelton Clinic,012-3581678,28.19466,-25.83524
Gauteng,Clinic,Magagula Clinic,082-4137334,28.191513,-26.427584
Gauteng,Clinic,Maki Legwete Clinic,011-4199229,27.78618,-26.17901
Gauteng,Clinic,Malvern Clinic,011-6221245,28.11171,-26.20163
Gauteng,District Hospital,Mamelodi Hospital,012-8418302,28.368936,-25.718854
Gauteng,Clinic,Mamelodi West Clinic,012-3586420,28.3488,-25.7142
Gauteng,Clinic,Mandela Sisulu Clinic,011-9838601,27.906046,-26.235067
Gauteng,Clinic,Mandisa Shiceka Clinic,012-7113906,28.28567,-25.40372
Gauteng,Clinic,Maria Rantho Clinic,012-797-2857,28.10365,-25.53899
Gauteng,Clinic,Market Avenue Clinic,016-430-1731,27.92679,-26.6737
Gauteng,Clinic,Mary Moodley Memorial Clinic,011-4218680,28.300647,-26.213975
Gauteng,Clinic,Mayfair Clinic,011-8372380,28.01577,-26.207251
Gauteng,Clinic,Mayibuye Clinic,011-311-2021,28.171429,-26.033668
Gauteng,Clinic,Meadowlands Zone 2 Prov Clinic,011-9363087,27.899035,-26.219355
Gauteng,Clinic,Mercy Winterveldt NGO Clinic,127041023,28.059747,-25.452144
Gauteng,Clinic,Michael Maponya Prov Clinic,011-9332503,27.908911,-26.263189
Gauteng,Clinic,Mid Ennerdale Clinic,011-855-5615,27.846871,-26.413982
Gauteng,Clinic,Midrand West Clinic,011-3154379,28.11205,-25.986831
Gauteng,CDC,Midvaal CDC,016-360-5880,28.016918,-26.555816
Gauteng,Clinic,ML Pessen Clinic,011-4110168,27.70204,-26.18229
Gauteng,CHC,Mofolo CHC,011-9835441,27.884022,-26.248316
Gauteng,Clinic,Mofolo South Clinic,011-9844050,27.886165,-26.257724
Gauteng,Clinic,Mogale Clinic,014-5771817,27.5358,-25.99729
Gauteng,CHC,Mohlakeng CHC,011-4143108,27.69409,-26.2213
Gauteng,Clinic,Moleleki Clinic,011-999-1661,28.178108,-26.384481
Gauteng,Clinic,Moroka Clinic,011-9841914,27.865939,-26.261762
Gauteng,Clinic,Motsamai Clinic,011-999-1436/011-999-1439,28.162993,-26.325499
Gauteng,Clinic,Mountain View Clinic,083-4009102,27.861698,-26.431908
Gauteng,Clinic,Mpumelelo (Evaton North) Clinic,016-583-1736,27.85491,-26.51176
Gauteng,Clinic,Mpumelelo Clinic,011-2610910,28.208712,-25.985886
Gauteng,Clinic,Muldersdrift Clinic,082-4950953,27.85714,-26.0157
Gauteng,Clinic,Naledi Porta Cabin,011-9804926,27.82008,-26.25998
Gauteng,Regional Hospital,Natalspruit Hospital,011-3890664/011-3890518,28.145342,-26.32597
Gauteng,Clinic,Nellmapius Clinic,012-3585779,28.35031,-25.73672
Gauteng,Clinic,New Eersterus Clinic,083-2886942,28.14467,-25.40667
Gauteng,Clinic,Nigel Clinic,011-999-9324,28.467894,-26.418988
Gauteng,Clinic,Nokuphila Clinic,011-9887924,27.851058,-26.230513
Gauteng,CHC,Nokuthela Ngwenya CHC,011-7379700,28.421001,-26.350594
Gauteng,Clinic,Noordgesig Prov Clinic,011-9351129,27.936081,-26.22547
Gauteng,Satellite Clinic,Noordheuwel Satellite Clinic,011-9541491,27.80777,-26.0896
Gauteng,Clinic,Northmead Clinic,011-4250744/011-4250742,28.312602,-26.159321
Gauteng,District Hospital,Odi Hospital,012-725-2300,28.02245,-25.5184
Gauteng,Clinic,Odirileng Maponya Clinic,011-4108433,27.78325,-26.15897
Gauteng,Clinic,Olievenhoutbosch Ext 13 Clinic,012-6521149,28.09309,-25.91141
Gauteng,Clinic,Olifantsfontein Clinic,011-999-4440,28.22838,-25.956484
Gauteng,Clinic,Onverwacht Clinic,082-8564582,28.3556,-25.3611
Gauteng,Clinic,OR Tambo Clinic,011-0522854,28.01842,-25.92222
Gauteng,Clinic,Orange Farm Ext 7 Clinic,011-8503527,27.848239,-26.481881
Gauteng,Clinic,Orchards Clinic,011-6407233/011-6407265,28.085518,-26.154668
Gauteng,Clinic,Orlando Prov Clinic,011-9355681,27.919191,-26.237367
Gauteng,Clinic,Osizweni Clinic,016-590-4004,27.83468,-26.5225
Gauteng,Clinic,Palmridge Clinic,011-999-0925,28.143303,-26.387353
Gauteng,Clinic,Parkhurst Clinic,011-7881526,28.01578,-26.13776
Gauteng,Clinic,Payneville Clinic,011-999-8690,28.45711,-26.23282
Gauteng,Clinic,Petervale Clinic,011-8072946,28.047361,-26.03804
Gauteng,Clinic,Phahameng Clinic,012-8128000,28.3926,-25.7221
Gauteng,CHC,Phedisong 1 Clinic,012-7-3-3978,27.98139,-25.59972
Gauteng,Clinic,Phedisong 1 MOU,012-7032993,27.98804,-25.61499
Gauteng,CHC,Phedisong 4 CHC,012-7032993,27.98139,-25.59972
Gauteng,Clinic,Phedisong 6 Clinic,012-703-4700,28.00799,-25.60489
Gauteng,Clinic,Phenduka Clinic,011-905-3939,28.141876,-26.339783
Gauteng,CHC,Phillip Moyo CHC,011-4264902/011-4264903,28.484631,-26.11976
Gauteng,CHC,Phola Park CHC,011-3851764/011-9992660,28.132076,-26.371772
Gauteng,Regional Hospital,Pholosong Hospital,011-8125152,28.377519,-26.340965
Gauteng,Clinic,Phomolong Clinic,012-358-9989,28.0427,-25.7804
Gauteng,Satellite Clinic,Pierre Van Ryneveld Satellite Clinic,012-6620829,28.24329,-25.84302
Gauteng,Clinic,PJ Maree Clinic,011-6936013,27.70621,-26.20471
Gauteng,Clinic,Pontshong (Walkerville) Clinic,016-590-1428,27.93308,-26.49333
Gauteng,District Hospital,Pretoria West Hospital,012-380-1234,28.13962,-25.73654
Gauteng,Clinic,Princess Clinic,011-7665523,27.843593,-26.137235
Gauteng,Clinic,Protea Glen Clinic,011-2970815,27.805511,-26.272841
Gauteng,Clinic,Protea South Clinic,010-233-0062,27.840407,-26.285585
Gauteng,Clinic,Rabie Ridge Clinic,011-3101977,28.171823,-26.019409
Gauteng,Regional Hospital,Rahima Moosa Hospital,011-4709034,27.973852,-26.188128
Gauteng,CHC,Ramokonopi CHC,011-903-1795,28.161819,-26.360614
Gauteng,Clinic,Ramotse Clinic,127198171,28.29507,-25.3576
Gauteng,Clinic,Randburg Clinic,011-7879393,28.005052,-26.095585
Gauteng,Clinic,Randgate Clinic,011-6931854,27.68361,-26.16919
Gauteng,Clinic,Randvaal Clinic,016-360-5836,28.04482,-26.51518
Gauteng,Clinic,Ratanda Clinic,016-343-9398,28.326745,-26.554102
Gauteng,Clinic,Ratanda Ext 23 Clinic,082-4401723,28.32026,-26.57477
Gauteng,Clinic,Ratanda Ext 7 Clinic,082-0448662,28.32431,-26.57399
Gauteng,Clinic,Rayton Clinic,012-7344274,28.532041,-25.739137
Gauteng,Clinic,Reedville Clinic,011-999-2959,28.390541,-26.264603
Gauteng,Clinic,Refentse Clinic (Odi),012-7155178,28.15562,-25.39589
Gauteng,Clinic,Refilwe Clinic,012-7320671,28.530663,-25.6378
Gauteng,Clinic,Reiger Park Clinic,011-999-5878,28.227503,-26.228229
Gauteng,Clinic,Rensburg Clinic,016-340-4526,28.37193,-26.52404
Gauteng,Clinic,Rethabiseng Clinic,082-7377496,28.716972,-25.723197
Gauteng,Clinic,Retswelapele Clinic,016-451-8938,27.88029,-26.67318
Gauteng,Clinic,Rex Street Clinic,011-7602231,27.865276,-26.158861
Gauteng,Clinic,Rietvallei 2 and 3 Clinic,011-7659854,27.754244,-26.185649
Gauteng,Clinic,Riverlea Major Clinic,011-4742881,27.976416,-26.212495
Gauteng,Clinic,Rondebult Clinic,011-999-0961,28.210595,-26.311935
Gauteng,Clinic,Rooihuiskraal Clinic,012-3580100,28.15372,-25.8937
Gauteng,Clinic,Rosebank Clinic,011-8801118,28.03733,-26.14702
Gauteng,Clinic,Rosettenville Clinic,011-4351045,28.053884,-26.244888
Gauteng,Clinic,Rosslyn Clinic,012-358-95348,28.09489,-25.62641
Gauteng,Clinic,Rus ter vaal Clinic,016-556-1212,27.94908,-26.57466
Gauteng,Clinic,Sandown Clinic,011-883-7833,28.055796,-26.10647
Gauteng,Clinic,Saulsville Clinic,012-375-5946,28.06719,-25.77869
Gauteng,Clinic,Sead Clinic,011-999-9275,28.396153,-26.393381
Gauteng,Clinic,Sebei Motsoeneng Clinic,016-594-2128,27.84229,-26.56419
Gauteng,Regional Hospital,Sebokeng Hospital,016-930-3300,27.84801,-26.60673
Gauteng,Clinic,Sedilega Clinic,012-702-2300,28.0355,-25.49973
Gauteng,Clinic,Selope Thema Clinic,011-9998781,28.419107,-26.307133
Gauteng,Clinic,Senaoane Clinic,011-9844044,27.864938,-26.273834
Gauteng,Clinic,Shanty Clinic,011-9392015,27.917413,-26.229067
Gauteng,CHC,Sharpeville CHC,016-451-1540,27.87063,-26.68694
Gauteng,Clinic,Silverton Clinic,0128048957/8,28.297608,-25.733389
Gauteng,Clinic,Simunye Clinic (Brakpan),011-999-8047,28.356893,-26.368095
Gauteng,Clinic,Simunye Clinic (Westonaria),073-3493692,27.68225,-26.32197
Gauteng,Clinic,Sinethemba Clinic,011-8507493,27.766729,-26.456288
Gauteng,Clinic,Sinqobile Clinic,011-9880788,27.885253,-26.219591
Gauteng,Clinic,Siphumlile Clinic,011-7658085,27.83265,-26.222248
Gauteng,Specialised Tb Hospital,Sizwe Tropical Diseases Hospital,011-5314300,28.12496,-26.13745
Gauteng,Clinic,Skinner Street Clinic,012-354-1654,28.1998,-25.73271
Gauteng,Clinic,Slovo Park Clinic,119996661,28.489241,-26.214283
Gauteng,Clinic,Sokhulumi Clinic,082-3352802,28.89733,-25.602948
Gauteng,Clinic,Sol Plaatjies Clinic,011-0265104,27.86061,-26.162742
Gauteng,Clinic,Sonto Thobela Clinic,011-999-9277,28.395179,-26.383828
Gauteng,Clinic,Sophiatown Clinic,011-4775649,27.979238,-26.173339
Gauteng,Clinic,Soshanguve 2 Clinic,012-799-4634,28.1142,-25.51308
Gauteng,Clinic,Soshanguve Block JJ Clinic,012-713-0320,28.08334,-25.45762
Gauteng,Clinic,Soshanguve Block TT Clinic,012-791-1502,28.06515,-25.55992
Gauteng,Clinic,Soshanguve Block X Clinic,012-712-3900,28.1317,-25.4692
Gauteng,CHC,Soshanguve CHC,012-790-1905,28.09431,-25.49123
Gauteng,Clinic,South Hills Clinic,011-6231297,28.087921,-26.251474
Gauteng,District Hospital,South Rand Hospital,011-6812000,28.0628,-26.252571
Gauteng,Clinic,Spartan Clinic,011-999-4070,28.226012,-26.108655
Gauteng,CHC,Stanza Bopape CHC,071-6098628,28.39402,-25.70567
Gauteng,Clinic,Stanza Bopape II Clinic,012-3580422,28.4155,-25.7144
Gauteng,Specialised Psychiatric Hospital,Sterkfontein Hospital,011-951-8000,27.75778,-26.05886
Gauteng,Central Hospital,Steve Biko Academic Hospital,012-3541657,28.19978,-25.73271
Gauteng,CHC,Stretford CHC,011-8504578,27.869155,-26.469747
Gauteng,Clinic,Sunriseview Clinic,011-999-1915,28.19707,-26.39157
Gauteng,Clinic,Suurman Clinic,127100059,28.210284,-25.377977
Gauteng,Clinic,Tamaho Clinic,084-3260692,28.143252,-26.310812
Gauteng,Regional Hospital,Tambo Memorial Hospital,011-898-8000,28.245817,-26.218691
Gauteng,Specialised Psychiatric Hospital,Tara H Moross Centre Hospital,011-5353000,28.036975,-26.108635
Gauteng,Clinic,Tarlton Clinic,011-952-1535,27.66503,-26.09143
Gauteng,CHC,Temba CHC,012-717-1904,28.26362,-25.37743
Gauteng,Clinic,Tembisa CHC,011-999-4519,28.216836,-26.008813
Gauteng,Regional Hospital,Tembisa Hospital,011-923-2350,28.237288,-25.984107
Gauteng,Clinic,Tembisa Main Clinic,011-999-4423,28.24085,-26.009348
Gauteng,Clinic,Thembelihle Clinic,011-857-1622,27.86636,-26.34063
Gauteng,Clinic,Thembelisha Clinic,011-999-8323,28.406892,-26.308314
Gauteng,Clinic,Thlokomelong Clinic,016-590-4003,27.84962,-26.5479
Gauteng,Clinic,Thoko Mngoma Clinic,011-4481402,28.097231,-26.095949
Gauteng,Clinic,Thusanang Clinic,082-9055917,27.46562,-26.49964
Gauteng,Clinic,Thusong Community Clinic,011-4103983/011-2788400,27.7998,-26.14002
Gauteng,Clinic,Tladi LA Clinic,011-9302111,27.84012,-26.25036
Gauteng,Clinic,Tladi Prov Clinic,011-9306816,27.841512,-26.254048
Gauteng,Clinic,Tlamelong Clinic,012-702-1101,28.07147,-25.51416
Gauteng,Clinic,Tsakane Clinic,011-999-8008,28.373271,-26.348234
Gauteng,Clinic,Tsakane Ext 10 Clinic,011-9996661,28.37905,-26.38442
Gauteng,Clinic,Tshepiso Clinic,016-451-8939,27.86821,-26.6741
Gauteng,Clinic,Tshepisong Clinic,011-7658396,27.81243,-26.19072
Gauteng,District Hospital,Tshwane District Hospital,012-3545602,28.1998,-25.73271
Gauteng,Specialised Rehabilitation Hospital,Tshwane Rehabilitation Hospital,"0123546131,0123546163",28.19899,-25.73651
Gauteng,Clinic,Tswelopele Clinic,011-999-6027,28.19216,-26.32825
Gauteng,Clinic,Ubuntu Clinic,079-8799304,28.431111,-25.791111
Gauteng,Clinic,Usizolwethu Clinic,071-688-0141,28.77772,-26.35174
Gauteng,Clinic,Van Dyk Park Clinic,011-9998130,28.292799,-26.257122
Gauteng,Clinic,Venterspos Clinic,011-6980316,27.62203,-26.27367
Gauteng,Clinic,Vischuil Clinic,071-6869983,28.58501,-26.2993
Gauteng,Clinic,Vlakfontein Clinic,011-213-9900,27.876804,-26.371493
Gauteng,Clinic,Vosloorus Ext 28 Clinic,011-999-5315,28.203143,-26.377715
Gauteng,Clinic,Vosloorus Ext 9 Clinic,011-999-6249/011-999-6230,28.218515,-26.348032
Gauteng,Clinic,Vosloorus Poly Clinic,011-999-6238,28.197825,-26.349342
Gauteng,Clinic,Wannenburg Clinic,011-8284836,28.168334,-26.189315
Gauteng,Clinic,Wedela Clinic,018-7801021,27.38799,-26.46024
Gauteng,Clinic,Weilers Farm Clinic,082-4679315,27.901848,-26.404822
Gauteng,Clinic,Weltevreden Park Clinic,011-6793623,27.933093,-26.11981
Gauteng,Satellite Clinic,Welverdiendt Clinic,018-7844522,27.27646,-26.38687
Gauteng,Specialised Psychiatric Hospital,Weskoppies Hospital,012-319-9799,28.16057,-25.76389
Gauteng,Clinic,Westbury Clinic,011-6731002,27.97312,-26.183266
Gauteng,Clinic,Westonaria Clinic,011-2783144,27.65245,-26.3302
Gauteng,Clinic,White City Clinic,011-7369876,28.385756,-26.304789
Gauteng,Clinic,Wildebeesfontein Clinic,082-4958269,27.885001,-26.517662
Gauteng,Clinic,Windsor Clinic,011-6787017,27.975698,-26.122411
Gauteng,Clinic,Winnie Mandela Clinic,011-999-4673,28.223209,-25.981753
Gauteng,Clinic,Winterveldt Clinic,012-704-0135,28.02454,-25.40371
Gauteng,Clinic,Witkoppen Clinic,011-7052438,28.011036,-26.011153
Gauteng,Clinic,Ya Rona Clinic,011-4143111,27.6985,-26.2351
Gauteng,Clinic,Yeoville Clinic,011-6488238,28.062966,-26.182096
Gauteng,Clinic,Zandspruit Clinic,010-2220503,27.901588,-26.061486
Gauteng,Clinic,Zenzele Clinic,083-4107530,27.69512,-26.26115
Gauteng,Clinic,Zithobeni Clinic,013-9370146,28.71934,-25.784259
Gauteng,CHC,Zola CHC,011-9860699,27.854006,-26.239482
Gauteng,Clinic,Zola Gateway Clinic,011-9303138,27.854006,-26.239482
Gauteng,Clinic,Zondi Clinic,011-9307243,27.865939,-26.232717
Gauteng,Clinic,Zone 13 Clinic,016-594-2843,27.83586,-26.57785
Gauteng,Clinic,Zone 14 Clinic,016-592-6040,27.8367,-26.58755
Gauteng,Clinic,Zone 17 Clinic,016-592-1112,27.83207,-26.59576
Gauteng,Clinic,Zone 3 Clinic,016-597-3046,27.87136,-26.52878
Gauteng,Clinic,Zonkizizwe 1 Clinic,011-999-1789/011-999-1453,28.187144,-26.406878
Gauteng,Clinic,Zonkizizwe 2 Clinic,011-999-1464,28.180184,-26.4144
Gauteng,Clinic,Zuurbekom Clinic,076-7004899,27.70312,-26.31693
KwaZulu-Natal,Clinic,Acaciavale Clinic,036-6376833,29.796258,-28.586948
KwaZulu-Natal,Clinic,Adams Mission Clinic,072-2566880,30.817782,-30.017686
KwaZulu-Natal,Clinic,Addington Gateway Clinic,031-3272796,31.041237,-29.860627
KwaZulu-Natal,Regional Hospital,Addington Hospital,313272000,31.041967,-29.861953
KwaZulu-Natal,Clinic,AE Haviland Memorial Clinic,363541872,30.093066,-28.854031
KwaZulu-Natal,Clinic,Altona Clinic,344138000,31.2124,-27.3812
KwaZulu-Natal,Clinic,Amakhabela Clinic,334440662,30.85931,-28.85421
KwaZulu-Natal,Clinic,Amandlalathi Clinic,033-4440840,30.985713,-28.87761
KwaZulu-Natal,Clinic,Amanzimtoti Clinic,031-3115601,30.880621,-30.054121
KwaZulu-Natal,Clinic,Amaoti Clinic,315797159,30.97942,-29.68804
KwaZulu-Natal,Clinic,Amatimatolo Clinic,033-4459319,30.823939,-29.139533
KwaZulu-Natal,Clinic,Amazizi Clinic,036-4389926,29.042509,-28.680084
KwaZulu-Natal,Clinic,Appelsbosch Gateway Clinic,032-2948000,30.843395,-29.390638
KwaZulu-Natal,District Hospital,Appelsbosch Hospital,032-2948019,30.843395,-29.390638
KwaZulu-Natal,Clinic,Ashdown Clinic,033-3923340,30.331235,-29.639707
KwaZulu-Natal,Clinic,Assisi Clinic,039-6959476,30.34957,-30.60645
KwaZulu-Natal,Clinic,Athlone Park Hall Clinic,071-8535008,30.919752,-30.17626
KwaZulu-Natal,Clinic,Austerville Clinic,031-4612496,30.983065,-29.940474
KwaZulu-Natal,Clinic,Azalea Clinic,033-3230006,30.318961,-29.625204
KwaZulu-Natal,Clinic,Balgowan Clinic,033-2344573,30.05722,-29.39584
KwaZulu-Natal,Clinic,Ballito Clinic,032-9468009,31.206064,-29.528464
KwaZulu-Natal,Clinic,Bambanani Clinic,033-5040071,30.847694,-29.269278
KwaZulu-Natal,Clinic,Baniyena Clinic,031-9769201,30.587649,-30.118487
KwaZulu-Natal,Clinic,Baphumile Clinic,039-6847000,30.35442,-30.55292
KwaZulu-Natal,Clinic,Beatrice Street Clinic,0313091646/03130917931,31.018057,-29.85175
KwaZulu-Natal,Clinic,Belgrade Clinic,034-4138011,31.282969,-27.267152
KwaZulu-Natal,District Hospital,Benedictine Hospital,035-8317151,31.639414,-27.892169
KwaZulu-Natal,Clinic,Bergville Clinic,036-4481805,29.34958,-28.73002
KwaZulu-Natal,Clinic,Besters Clinic,031-5031165,30.985479,-29.727671
KwaZulu-Natal,Clinic,Bethesda Gateway Clinic,355951004,32.08113,-27.57445
KwaZulu-Natal,District Hospital,Bethesda Hospital,035-5951004,32.081838,-27.575072
KwaZulu-Natal,Clinic,Bhekabantu Clinic,035-5928010,30.336229,-26.945103
KwaZulu-Natal,Clinic,Bhekimpilo Trust - Bekulwandle Clinic,076-6888891,30.89166,-29.98935
KwaZulu-Natal,Clinic,Bhekimpilo Trust - Kusakusa Clinic,031-3272000,30.893843,-30.013642
KwaZulu-Natal,Clinic,Bhekumthetho Clinic,832367570,30.73798,-27.97316
KwaZulu-Natal,Clinic,Bhekuzulu Clinic,349814892,30.821972,-27.777203
KwaZulu-Natal,Clinic,Bhobhoyi Clinic,039-6877311,30.38568,-30.74127
KwaZulu-Natal,Clinic,Bhomela Clinic,039-6850176,30.338863,-30.76862
KwaZulu-Natal,Clinic,Bluff Clinic,031-4661970,31.025825,-29.90041
KwaZulu-Natal,Clinic,Braemer Clinic,039-3138009,30.18555,-30.96956
KwaZulu-Natal,CHC,Bruntville CHC,033-2631545,30.010947,-29.214887
KwaZulu-Natal,Clinic,Buchanana Clinic,035-7927046,31.756491,-28.593299
KwaZulu-Natal,Clinic,Busingatha Clinic,036-4389997,28.99807,-28.70648
KwaZulu-Natal,Clinic,Buxedene Clinic,035-8380296,31.85108,-28.00432
KwaZulu-Natal,Clinic,Caluza Clinic,0333994362/0333994062,30.311067,-29.645524
KwaZulu-Natal,Clinic,Caneside Clinic,031-5051268,31.016716,-29.68658
KwaZulu-Natal,District Hospital,Catherine Booth Hospital,035-4748407,31.474355,-28.998663
KwaZulu-Natal,CHC,Cato Manor CHC,031-2614260,30.970065,-29.862055
KwaZulu-Natal,Clinic,Central City Clinic,033-3456669,30.38321,-29.60181
KwaZulu-Natal,Clinic,Ceza Gateway Clinic,035-8325000,31.377532,-27.996182
KwaZulu-Natal,District Hospital,Ceza Hospital,0358320056/0358325000,31.377532,-27.996182
KwaZulu-Natal,Specialised Tb Hospital,Charles James TB Hospital,031-9057800,30.885401,-30.017405
KwaZulu-Natal,Clinic,Charles Johnson Memorial Gateway Clinic,034-2710144,30.67332,-28.21757
KwaZulu-Natal,District Hospital,Charles Johnson Memorial Hospital,342716400,30.674552,-28.210575
KwaZulu-Natal,Clinic,Charlestown Clinic,071-7355009,29.872714,-27.423586
KwaZulu-Natal,Clinic,Chatsworth Township Centre Clinic,031-4013180,30.879537,-29.911454
KwaZulu-Natal,Clinic,Chesterville Provincial Clinic,031-2640854,30.94979,-29.85591
KwaZulu-Natal,Clinic,Chibini Clinic,032-2949353,30.932286,-29.274769
KwaZulu-Natal,Clinic,Christ the King Gateway Clinic,039-8347500,30.078866,-30.162433
KwaZulu-Natal,District Hospital,Christ the King Hospital,039-8347500,30.078866,-30.162433
KwaZulu-Natal,Clinic,Church of Scotland Gateway Clinic,033-4930117,30.45009,-28.74667
KwaZulu-Natal,District Hospital,Church of Scotland Hospital,334930004,30.449435,-28.746026
KwaZulu-Natal,Clinic,Church Street TB Clinic,033-3922377,30.381542,-29.599394
KwaZulu-Natal,Clinic,Chwezi Clinic,035-4761006,30.989723,-28.44769
KwaZulu-Natal,Clinic,Cinci Clinic,035-5510290,32.115585,-28.477693
KwaZulu-Natal,Clinic,Clairwood Gateway Clinic,031-4515011,30.956962,-29.935579
KwaZulu-Natal,Specialised Chronic Hospital,Clairwood Hospital,314515180,30.956962,-29.935579
KwaZulu-Natal,Clinic,Clare Estate Clinic,0312692955/0312693131,30.974434,-29.820894
KwaZulu-Natal,Clinic,Clermont Clinic,031-7073482,30.892895,-29.795223
KwaZulu-Natal,Clinic,Collessie Clinic,078-8529693,30.522552,-28.682122
KwaZulu-Natal,Clinic,Commercial City FP Clinic,0313055016/0313044836,30.021807,-29.856426
KwaZulu-Natal,Clinic,Connor Street Clinic,036-3427873,29.874672,-29.009264
KwaZulu-Natal,Clinic,Copesville Clinic,033-3931470,30.423481,-29.554028
KwaZulu-Natal,Clinic,Cornfields Clinic,364222900,29.86327,-28.862579
KwaZulu-Natal,Clinic,Craigieburn Clinic,031-3115402,30.753844,-30.199527
KwaZulu-Natal,Clinic,Cramond Satellite Clinic,033-5691881,30.407163,-29.38045
KwaZulu-Natal,Clinic,Cwaka Clinic,346621235,30.464294,-28.65783
KwaZulu-Natal,Clinic,Danganya Clinic,039-9730136,30.816935,-30.171927
KwaZulu-Natal,Clinic,Darnall Clinic,032-4861590,31.35502,-29.27401
KwaZulu-Natal,Clinic,Dengeni Clinic,072-1010964,31.78213,-28.00168
KwaZulu-Natal,Clinic,Dinintuli Clinic,035-3346010,30.672664,-28.704888
KwaZulu-Natal,Clinic,Dlangezwa Clinic,039-9796057,30.67767,-30.17947
KwaZulu-Natal,Clinic,Dokodweni Clinic,072-9909499,31.623657,-29.075387
KwaZulu-Natal,Specialised Tb Hospital,Don McKenzie TB Hospital,317771155,30.738249,-29.739894
KwaZulu-Natal,Clinic,Dondotha Clinic,035-7959018,31.945737,-28.54413
KwaZulu-Natal,Specialised Tb Hospital,Doris Goodwin TB Hospital,033-3981038,30.336945,-29.6484
KwaZulu-Natal,Clinic,Douglas Clinic,342619108,30.283556,-28.529431
KwaZulu-Natal,Clinic,Driefontein Clinic,036-6319255,29.70243,-28.34324
KwaZulu-Natal,Clinic,Dududu Clinic,039-9740985,30.60341,-30.19445
KwaZulu-Natal,Clinic,Dukuza Clinic,036-4386633,29.20812,-28.75036
