Region,Proclaimed Magisterial District,Court Type,Office Name,Previously known as,Also known as,Equality Court,Small Claims Court,Sexual Offence Court,Mediation Services,telephone,fax,postal_adress,adress,GPS
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'George']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">George</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '044 802 5800']","[<span class=""officecolor"">Fax: </span>, '044 802 5861']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X6537, George 6530']","[<span class=""officecolor"">Physical Address: </span>, 'c/o 130 York & Courtney Street, George 6530\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 22.45979; S -33.95591\t']"
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Germiston']","[<span class=""officecolor"">Court Type: </span>, 'Detached Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Germiston</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '011 873 0500']","[<span class=""officecolor"">Fax: </span>, '011 825 4606']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1003, Germiston 1400']","[<span class=""officecolor"">Physical Address: </span>, '78B President Street, Germiston 1401\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.214949; 28.162895\t']"
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Detached Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Germiston Hardach Street</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '011 873 0195/ 8685 / 8697']","[<span class=""officecolor"">Fax: </span>, '011 873 5497']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1003, Germiston 1400']","[<span class=""officecolor"">Physical Address: </span>, 'Hardach  Street, Germiston 1401\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.205667; 28.159614\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Gilead</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '015 483 0302/3']","[<span class=""officecolor"">Fax: </span>, '015 483 0302 Tel/Fax']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X2493, Mokopane 0600']","[<span class=""officecolor"">Physical Address: </span>, 'Next to N11\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-23.48723; 28.65612\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Gingindlovu</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '035 340 1415']","[<span class=""officecolor"">Fax: </span>, '035 340 1253']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X505, Mtunzini\xa0 3867']","[<span class=""officecolor"">Physical Address: </span>, 'Foxon Str, Gingindlovu\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 31.58156; S -29.02721\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Giyani']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Giyani</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '015 812 3276/ 0420/ 0421']","[<span class=""officecolor"">Fax: </span>, '015 812 0423']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X572, Giyani 0826']","[<span class=""officecolor"">Physical Address: </span>, 'Stand 67 Unit BA, Main Road Next to Hospital, Giyani 0826\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-23.31234; 30.69439\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Glencoe']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Glencoe</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '034 393 1164/1190']","[<span class=""officecolor"">Fax: </span>, '034 393 2147']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X06, Glencoe 2930']","[<span class=""officecolor"">Physical Address: </span>, 'Justice Lane, c/o Justice & Biggar Streets, Glencoe 2930\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.15094; S -28.17633\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Gluckstadt</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '034 981 4911/4912/9809']","[<span class=""officecolor"">Fax: </span>, '034 980 9203']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X9368, Vryheid 3100']","[<span class=""officecolor"">Physical Address: </span>, 'n/a\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 31.03228; S -27.97621\t']"
"[<span class=""officecolor"">Region:</span>, ' Free State']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Goedemoed</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '051 663 0291']","[<span class=""officecolor"">Fax: </span>, '051 663 0536']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X02, Rouxville 9958']","[<span class=""officecolor"">Physical Address: </span>, 'A Avenue No 3 SAPS\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.40366; S -30.55931\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Goodwood']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Goodwood</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '021 591 3171/ 3172 /3174']","[<span class=""officecolor"">Fax: </span>, '021 592 4064']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X4, Goodwood 7459']","[<span class=""officecolor"">Physical Address: </span>, '273 Voortrekker Street (c/o Voortrekker & Molteno), Goodwood 7460\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 18.56515; S -33.90897\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Graaff-Reinet']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Graaff-Reinet</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '049 892 2263']","[<span class=""officecolor"">Fax: </span>, '049 892 2377']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 691, Graaff-Reinet 6280']","[<span class=""officecolor"">Physical Address: </span>, '26 Church Street, Graaff-Reinet 6280\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 24.53531; S -32.25167\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Grabouw']","[<span class=""officecolor"">Court Type: </span>, 'Detached Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Grabouw</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '021 859 3661/ 4461']","[<span class=""officecolor"">Fax: </span>, '021 859 1675']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Grabouw 7160']","[<span class=""officecolor"">Physical Address: </span>, '31 Main Road, Grabouw 7160\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 19.01825; S -34.15382\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Albany']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Grahamstown</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '046 622 7303']","[<span class=""officecolor"">Fax: </span>, '046 622 5543']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 1004, Grahamstown 6140']","[<span class=""officecolor"">Physical Address: </span>, '119A High Street , Grahamstown 6140\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.52384; S -33.31117\t']"
