Region	District	court_type	office_name	equality_court	small_claims_court	sexual_offense_court	telephone	fax	Address	GPS
 ' Gauteng']	 'Randfontein']	 'Magistrate Court']	" <span class=""officenamecolor"">Randfontein</span>]"	 'Yes ']	 'Yes']		 '011 412 1195']	 '011 412 1200/4576']	 'Cnr Pollock & Sutherland Street, Randfontein 1760\t']	 '-26.181562; 27.699757\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Rankin’s Pass</span>]"	 'No ']	 'No']		 '014 717 5316']	 '014 717 5369']	 'Near Rankin’s Pass SAPS\t']	 '-24.52891; 27.9138\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Rawsonville</span>]"	 'No ']	 'No']		 '023 342 2325']	 '023 347 5024']	 '1 Brand Street, Rawsonville\t']	 'E 19.30903; S -33.68484\t']
 ' Free State']	 'Reddersburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Reddersburg</span>]"	 'Yes ']	 'Yes']		 '051 553 0032']	 '051 553 0484']	 '3 Norval Street, Reddersburg 9904\t']	 'E 26.17311; S -29.65197\t']
 ' Free State']	 'Reitz']	 'Magistrate Court']	" <span class=""officenamecolor"">Reitz</span>]"	 'Yes ']	 'Yes']		 '058 863 2778']	 '058 863 2779']	 '40 Church Street, Reitz 9810\t']	 'E 28.43131; S -27.79924\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Reivilo</span>]"	 'No ']	 'No']		 '053 928 4209']	 '053 927 2309']	 '15 General Keevy Street, Reivilo\t']	 '-26.16245; 24.40736\t']
 ' KwaZulu-Natal']	 'Lower Umfolozi']	 'Branch Court']	" <span class=""officenamecolor"">Richards Bay</span>]"	 'No ']	 'Yes (Sessions Only)']		 '035 789 0183']	 '035 789 8532']	 'No 2 Pasetta Parade, Richard’s Bay\t']	 'E 32.048; S -28.7383\t']
 ' KwaZulu-Natal']	 'Richmond [KZN]']	 'Magistrate Court']	" <span class=""officenamecolor"">Richmond [KZN]</span>]"	 'Yes ']	 'Yes']		 '033 212 2114/2115']	 '033 212 2790']	 '36 Chilley Street, Richmond 3780\t']	 'E 30.26988; S -29.87269\t']
 ' Northern Cape']	 'Richmond']	 'Magistrate Court']	" <span class=""officenamecolor"">Richmond [NC]</span>]"	 'Yes ']	 'Yes']		 '053 693 0012']	 '053 693 0205']	 '288 Market Street, Richmond, 7090\t']	 '-31.4145; 23.94448\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Riebeeck West</span>]"	 'No ']	 'No']		 '022 482 1121/ 1166/ 1141']	 '022 482 4307']	 'c/o Hof & Sending Street, Riebeeck Wes\t']	 'E 18.8727; S -33.35098\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Rietfontein</span>]"	 'No ']	 'No']		 '054 337 5300']	 '054 332 1495']	 '64 Loubos Weg, Rietfontein\t']	 '-26.74292; 20.02937\t']
 ' Western Cape']	 'Riversdale']	 'Magistrate Court']	" <span class=""officenamecolor"">Riversdale</span>]"	 'Yes ']	 'Yes']		 '028 713 2428/ 1236/ 4560/ 3778']	 '028 713 3797']	 '13 Mitchell Street, Riversdale 6670\t']	 'E 21.25991; S -34.09167\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Rivier-sonder-end</span>]"	 'No ']	 'No']		 '028 212 1076']	 '028 214 1630']	 'Main road, Riviersonderend\t']	 'E 19.92012; S -34.15061\t']
 ' Western Cape']	 'Robertson']	 'Magistrate Court']	" <span class=""officenamecolor"">Robertson</span>]"	 'Yes ']	 'Yes']		 '023 626 3023/ 24']	 '023 626 4885']	 '54 Kerk Street, Robertson 6705\t']	 'E 19.88272; S -33.8042\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Roedtan</span>]"	 'No ']	 'No']		 '014 743 2217/8']	 '014 743 0367']	 'SAPS Roedtan, Main Street, Roedtan, 0580\t']	 '-24.59619; 29.08159\t']
 ' Gauteng']	 'Roodepoort']	 'Magistrate Court']	" <span class=""officenamecolor"">Roodepoort</span>]"	 'Yes ']	 'Yes']		 '011 766 1006/1042/1043/ 760 1146 ']	 '011 766 1056/ 086 507 5193']	 '54 Meyer Street, Roodepoort 1724\t']	 '-26.15784; 27.86615\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Rooiberg</span>]"	 'No ']	 'No']		 '014 736 2231']	 '014 736 5210/0865075648']	 '43 Maroela Street, Rooiberg\t']	 '-24.77884; 27.73082\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Roossenekal</span>]"	 'No ']	 'No']		 '013 262 2033/34']	 '013 262 3000']	 '010 Senekal Street  Rossenekal, 1066\t']	 '-25.20155; 29.92623\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Rosendal</span>]"	 'No ']	 'No']		 '051 933 2201']	 '051 933 4479']	 'cnr - Kriek and Keyter Street\t']	 'E 27.93019; S -28.50395\t']
 ' Free State']	 'Rouxville']	 'Magistrate Court']	" <span class=""officenamecolor"">Rouxville</span>]"	 'Yes ']	 'Yes']		 '051 663 0291']	 '051 663 0536']	 '10 Murray Street, Rouxville 9958\t']	 'E 26.83474; S -30.41597\t']
 ' Limpopo']		 'Branch Court']	" <span class=""officenamecolor"">Rust de Winter</span>]"	 'No ']	 'No']		 '014 736 2231']	 '014 736 5210/0865075648']	 'Perseel 180JR, Rust de Winter\t']	 '-25.20318; 28.60789\t']
 ' North West']	 'Rustenburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Rustenburg</span>]"	 'Yes ']	 'Yes']		 '014 597 9400 / 078 244 9609 ']	 '014 592 0191']	 '13 Nelson Mandela Drive, Rustenburg 0300\t']	 '-26.71575; 27.09321\t']
 ' Mpumalanga']	 'Pilgrim’s Rest']	 'Magistrate Court']	" <span class=""officenamecolor"">Sabie</span>]"	 'Yes ']	 'Yes']		 '013 764 1205']	 '013 764 2795']	 'c/o Main Street & 7th Avenue, Sabie 1260\t']	 '-25.09909; 30.78008\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Sannieshof</span>]"	 'No ']	 'No']		 '053 948 9300']	 '053 948 0904']	 '23 General Delarey Street, Delareyville 2770\t']	 '-27.57047; 24.18338\t']
 ' Limpopo']	 'Malamulele']	 'Branch Court']	" <span class=""officenamecolor"">Saselamani</span>]"	 'No ']	 'Yes (Sessions Only)']		 '015 851 0022/3/4']	 '015 851 1357']	 'Near SAPS Sasalamani\t']	 '-22.83127; 30.85721\t']
 ' Free State']	 'Sasolburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Sasolburg</span>]"	 'Yes ']	 'Yes']		 '016 976 0640']	 '016 970 2417 /976 0640']	 'Cnr Bain & Fichard Street, Sasolburg 1947\t']	 'E 27.82955; S -26.81732\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Sawoti</span>]"	 ' ']			 'See Scottburgh']		 'R612, Ixopo Main Road\t']	 'E 30.49062; S -30.27388\t']
 ' Limpopo']	 'Sekhukhune']	 'Magistrate Court']	" <span class=""officenamecolor"">Schoonoord</span>]"	 'Yes ']	 'Yes']		 '013 260 1001/02']	 '013 260 1049']	 'Next to Police Station, Sekhukhune 1124\t']	 '-24.75125; 30.01526\t']
 ' North West']	 'Schweizer-Reneke']	 'Magistrate Court']	" <span class=""officenamecolor"">Schweizer-Reneke</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '053 963 1203']	 '053 963 1506']	 '1 Botha Street, Schweizer-Reneke 2780\t']	 '-25.66563; 27.23732\t']
 ' KwaZulu-Natal']	 'Umzinto']	 'Magistrate Court']	" <span class=""officenamecolor"">Scottburgh</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '039 978 9400']	 '039 978 3258']	 'c/o Airth & Scott Street, Scottburgh 4180\t']	 'E 30.75625; S -30.28747\t']
 ' Gauteng']	 'Sebokeng']	 'Detached Court']	" <span class=""officenamecolor"">Sebokeng</span>]"	 'No ']	 'Yes']		 '016 988 1320']	 '016 988 0071']	 'Plot 18 Moshoeshoe Street, Sebokeng 1983\t']	 '-26.60995; 27.84698\t']
 ' Mpumalanga']	 'Secunda']	 'Branch Court']	" <span class=""officenamecolor"">Secunda</span>]"	 'No ']	 'Yes']	 'Yes']	 '017 631 1187/ 634 7621']	 '017 632 2835/ 634 8655']	 'Lourens Muller Str, Secunda \t']	 '-26.5046; 29.18619\t']
 ' Free State']	 'Thaba ’Nchu']	 'Magistrate Court']	" <span class=""officenamecolor"">Selosesha</span>]"	 'Yes ']	 'Yes']		 '051 873 2242']	 '051 873 3520']	 'Opposite Selosesha Police Station, Thaba Nchu 9870\t']	 ' ']
 ' Limpopo']	 'Moutse']	 'Detached Court']	" <span class=""officenamecolor"">Sempupuru</span>]"	 'Yes ']	 'Yes']		 '013 980 0061']	 '013 980 0484']	 '1 Court Street, Elandsdoorn, Dennilton, 1030\t']	 '-25.28637; 29.21582\t']
 ' Free State']	 'Senekal']	 'Magistrate Court']	" <span class=""officenamecolor"">Senekal</span>]"	 'Yes ']	 'Yes']		 '058 481 2129']	 '058 481 3868']	 'Landdros Avenue, Senekal 9600\t']	 'E 27.62293; S -28.32393\t']
 ' Limpopo']	 'Bochum']	 'Magistrate Court']	" <span class=""officenamecolor"">Senwabarwana</span>]"	 'Yes ']	 'Yes']		 '015 505 3151/ 52']	 '015 505 3153']	 'Main Road, Next to Bochum Plaza, Bochum 0790\t']	 '-23.28766; 29.14064\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Senwamokgope</span>]"	 'No ']	 'No']		 'See Morebeng']	 'See Morebeng']	 'Opposite Greater Letaba Municipality Offices, near SAPS Sekgosese\t']	 '-23.41238; 30.15034\t']
 ' Limpopo']	 'Seshego']	 'Magistrate Court']	" <span class=""officenamecolor"">Seshego</span>]"	 'Yes ']	 'Yes']		 '015 223 5112']	 '015 223 5101']	 '4003 Nelson Mandela Drive, Zone 7, Seshego 0742\t']	 '-23.85451; 29.38157\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Setlagole</span>]"	 'No ']	 'No']		 '053 928 4209']	 '053 927 2309']	 'Setlagole Ploice Station, Setlagole\t']	 '-26.687483; 25.457776\t']
 ' Eastern Cape']	 'Seymour']	 'Magistrate Court']	" <span class=""officenamecolor"">Seymour</span>]"	 'Yes ']	 'Yes']		 '040 863 1080']	 '040 863 1089']	 '75 Curzon Street, Seymour 5750\t']	 'E 26.77084; S -32.55314\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Sheepmoor</span>]"	 'No ']	 'No']		 '017 846 9265']	 '017 846 9265 tel/fax']	 'Sheepmoor SAPS\t']	 '-26.71503; 30.29457\t']
 ' Western Cape']	 'Simon’s Town']	 'Magistrate Court']	" <span class=""officenamecolor"">Simon’s Town</span>]"	 'Yes ']	 'Yes']		 '021 786 1561']	 '021 786 3429']	 '133 St Georges Street, Simon’s Town 7995\t']	 'E 18.43617; S -34.19345\t']
 ' Mpumalanga']	 'Mdutjana']	 'Magistrate Court']	" <span class=""officenamecolor"">Siyabuswa</span>]"	 'Yes ']	 'Yes']		 '013 973 1311']	 '013 973 1375']	 '3B Rethabile Street, Siyabuswa 0472\t']	 '-25.10835; 29.03993\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Skukuza</span>]"	 'No ']	 'No']		 '013 751 1147/8']	 '013 750 0426']	 'SAPS Skukuza \t']	 '-24.99534; 31.59013\t']
 ' Free State']	 'Smithfield']	 'Magistrate Court']	" <span class=""officenamecolor"">Smithfield</span>]"	 'Yes ']	 'Yes']		 '051 683 0192']	 '051 683 0401']	 'General Hertzog Street, Smithfield 9966\t']	 'E 26.53097; S -30.21423\t']
 ' Eastern Cape']	 'Somerset East']	 'Magistrate Court']	" <span class=""officenamecolor"">Somerset East</span>]"	 'Yes ']	 'Yes']		 '042 243 1107']	 '042 243 0667']	 '1 Worcester Street, Somerset-East 5850\t']	 'E 25.59057; S -32.71861\t']
 ' Western Cape']	 'Hottentots Holland Basin ']	 'Magistrate Court']	" <span class=""officenamecolor"">Somerset West</span>]"	 'Yes ']	 'Yes']		 '021 850 7420']	 '021 852 7299']	 '33 Caledon Street, Somerset West 7130\t']	 'E 18.85191; S -34.08335\t']
 ' Gauteng']	 'Soshanguve']	 'Detached Court']	" <span class=""officenamecolor"">Soshanguve</span>]"	 'Yes ']	 'Yes']		 '012 730 1000']	 '012 799 8921']	 'Soshanguve Highway Block H, Soshanguve 2096\t']	 '-25.52939; 28.11372\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Soutpan</span>]"	 'No ']	 'No']		 '051 821 2211']	 '051 821 1602']	 'Lang Street\t']	 'E 26.06093; S -28.7214\t']
 ' Gauteng']	 'Soweto']	 'Detached Court']	" <span class=""officenamecolor"">Soweto</span>]"	 'No ']	 'Yes (Sessions Only)']	 'Yes']	 '011 980 8130']	 '011 980 5141']	 'Cnr Ndaba & Kunene drive, Protea North,\xa0 Soweto 1818\t']	 '-26.27433; 27.83674\t']
 ' Northern Cape']	 'Namaqualand']	 'Magistrate Court']	" <span class=""officenamecolor"">Springbok</span>]"	 'Yes ']	 'Yes']		 '027 712 1215']	 '027 712 1860']	 '1 Hof Street, Springbok, 8240\t']	 '-29.66583; 17.88252\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Springfontein</span>]"	 'No ']	 'No']		 '051 783 0028']	 '051 783 0301']	 '1 Pieterse Street, Springfontein 9917\t']	 'E 25.70457; S -30.26422\t']
 ' Gauteng']	 'Springs']	 'Magistrate Court']	" <span class=""officenamecolor"">Springs</span>]"	 'Yes ']	 'Yes']		 '011 811 2180-4']	 '011 811 2296']	 'Welgedacht Road (R555), Springs 1559\t']	 '-26.245373; 28.441991\t']
 ' Eastern Cape']		 'Branch Court']	" <span class=""officenamecolor"">St Albans Prison</span>]"	 'No ']	 'No']		 'See Port Elizabeth']		 'Old Cape Road\t']	 'E 25.34376; S -33.90729\t']
 ' Mpumalanga']	 'Standerton']	 'Magistrate Court']	" <span class=""officenamecolor"">Standerton</span>]"	 'Yes ']	 'Yes']		 '017 712 2043']	 '017 712 3253']	 '13 Beyers Naude St,  Standerton 2430\t']	 '-26.95318; 29.24297\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Stella</span>]"	 'Yes ']	 'No']		 '053 928 4209']	 '053 927 2309']	 '179 Stella Street, Stella \t']	 '-27.20153; 25.301002\t']
 ' Western Cape']	 'Stellenbosch']	 'Magistrate Court']	" <span class=""officenamecolor"">Stellenbosch</span>]"	 'Yes ']	 'Yes']		 '021 887 0114']	 '021 883 9687']	 'Alexander Street, Stellenbosch 7600\t']	 'E 18.85748; S -33.93658\t']
 ' Eastern Cape']	 'Herschel']	 'Magistrate Court']	" <span class=""officenamecolor"">Sterkspruit</span>]"	 'Yes ']	 'Yes']		 '051 611 0012']	 '051 611 0034']	 '81 Herschel Road, Sterkspruit, 9762\t']	 'E 27.37058; S -30.52746\t']
 ' Eastern Cape']	 'Sterkstroom']	 'Magistrate Court']	" <span class=""officenamecolor"">Sterkstroom</span>]"	 'Yes ']	 'Yes']		 '045 966 0007']	 '045 966 0362 ']	 '8 Hopley Street , Sterkstroom 5425\t']	 'E 26.55152; S -31.55569\t']
 ' Eastern Cape']	 'Steynsburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Steynsburg</span>]"	 'Yes ']	 'Yes']		 '048 884 0048']	 '048 884 0350']	 'c/o Hendrik Potgieter & Kruger Street, Steynsburg 5920\t']	 'E 25.82558; S -31.29606\t']
 ' Free State']	 'Steynsrus']	 'Periodical Court']	" <span class=""officenamecolor"">Steynsrus</span>]"	 'No ']	 'Yes']		 '056 471 0013']	 '056 471 0051']	 '15 Van Riebeeck Street, Steynsrus 9515\t']	 'E 27.56362; S -27.95321\t']
 ' Eastern Cape']	 'Steytlerville']	 'Magistrate Court']	" <span class=""officenamecolor"">Steytlerville</span>]"	 'Yes ']	 'Yes']		 '049 835 0011']	 '049 835 0011 Tel/Fax 086 628 7096']	 '35 Sarel Cilliers Street, Steytlerville 6250\t']	 'E 24.34444; S -33.32845\t']
 ' North West']	 'Stilfontein']	 'Detached Court']	" <span class=""officenamecolor"">Stilfontein</span>]"	 'No ']	 'Yes']		 '018 484 1836']	 '018 462 4275']	 '6 Centlivres Ave, Stilfontein 2550\t']	 '-26.27179; 25.11399\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Still Bay Strand</span>]"	 'No ']	 'No']		 '028 713 2428/ 1236/ 4560/ 3778']	 '028 713 3797']	 'Main Road West, Stilbaai\t']	 'E 21.41161; S -34.37777\t']
 ' Eastern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Storms River</span>]"	 'No ']	 'No']		 'See Humansdorp']		 'Darneil Street\t']	 'E 23.8892; S -33.97425\t']
 ' Western Cape']	 'Strand']	 'Magistrate Court']	" <span class=""officenamecolor"">Strand</span>]"	 'Yes ']	 'Yes']		 '021 854 7217']	 '021 854 7014']	 '1 Gordons Bay Road, Strand 7140\t']	 'E 18.849; S -34.1176\t']
 ' Northern Cape']	 'Hopetown']	 'Periodical Court']	" <span class=""officenamecolor"">Strydenburg</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 203 0000']	 '053 203 0453']	 '40 Kerk Street, Strydenburg\t']	 '-29.94297; 23.67675\t']
 ' Eastern Cape']	 'Stutterheim']	 'Magistrate Court']	" <span class=""officenamecolor"">Stutterheim</span>]"	 'Yes ']	 'Yes']		 '043 683 4600']	 '043 683 3229']	 '23 Dragoon Street, Stutterheim 4930\t']	 'E 27.4271; S -32.57119\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Sundra</span>]"	 'No ']	 'No']		 '013 665 2081/ 2082/ 2042']	 '013 665 5778']	 '37 Witbank Street, SAPS Sundra\t']	 '-26.18638; 28.55025\t']
 ' Northern Cape']	 'Sutherland']	 'Magistrate Court']	" <span class=""officenamecolor"">Sutherland</span>]"	 'Yes ']	 'Yes']		 '023 571 1003']	 '023 571 1316']	 '21 Piet Retief Street, Sutherland, 6920\t']	 '-32.39567; 20.66077\t']
 ' North West']	 'Swartruggens']	 'Detached Court']	" <span class=""officenamecolor"">Swartruggens</span>]"	 'Yes ']	 'Yes']		 '014 544 0016']	 '014 544 0660/0250']	 '13 Jan Van Riebeeck Street, Swartruggens 2835\t']	 '-26.54952; 24.86231\t']
 ' Western Cape']	 'Swellendam']	 'Magistrate Court']	" <span class=""officenamecolor"">Swellendam</span>]"	 'Yes ']	 'Yes']		 '028 514 1109/ 1160/ 1223']	 '028 514 2342']	 '88 Voortrek Street, Swellendam 6740\t']	 'E 20.44389; S -34.0209\t']
 ' Eastern Cape']	 'Tabankulu']	 'Magistrate Court']	" <span class=""officenamecolor"">Tabankulu</span>]"	 'Yes ']	 'Yes']		 '039 258 0050']	 '039 258 0001']	 '81 Main Street, Tabankulu 5130\t']	 'E 29.3028; S -30.96151\t']
 ' Eastern Cape']	 'Tarkastad']	 'Magistrate Court']	" <span class=""officenamecolor"">Tarkastad</span>]"	 'Yes ']	 'Yes']		 '045 846 0017']	 '045 846 0853']	 'Van Reenen Street, Tarkastad 5370\t']	 'E 26.26099; S -32.01083\t']
 ' North West']	 'Taung']	 'Magistrate Court']	" <span class=""officenamecolor"">Taung</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '053 994 1828/9']	 '053 994 3699']	 'Hospital Road, Taung 8584\t']	 '-27.54393; 24.77929\t']
 ' North West']	 'Moretele']	 'Magistrate Court']	" <span class=""officenamecolor"">Temba</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '012 717 2179/ 3364/ 3527/ 3528']	 '012 717 5366']	 'Stand Nr 435 Shopping Complex, Temba 0407\t']	 '-25.377309; 28.259469\t']
 ' Gauteng']	 'Tembisa']	 'Detached Court']	" <span class=""officenamecolor"">Tembisa</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '011 281 0388/82']	 '011 924 3439']	 '244 Gqagqa Section, Tembisa 1632\t']	 '-26.008024; 28.220897\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Thaba-Kgwali</span>]"	 ' ']			 '017 779 0150 ']	 '017 779 0643']	 'Old Mine Hospital Building, SAPS Grootvlei\t']	 '-26.79878; 28.50954\t']
 ' Limpopo']	 'Thabazimbi']	 'Magistrate Court']	" <span class=""officenamecolor"">Thabazimbi</span>]"	 'Yes ']	 'Yes']		 '014 777 1543']	 '014 772\xa0 2523']	 '10 Fourth Avenue, Thabazimbi 0380\t']	 '-24.59707; 27.40734\t']
 ' Western Cape']	 'George']	 'Branch Court']	" <span class=""officenamecolor"">Thembalethu</span>]"	 'No ']	 'Yes (Sessions Only)']	 'Yes']	 '044 801 0100']	 '044 880 2029']	 'Sandkraal  Road, Thembalethu\t']	 'E 22.48521; S -34.00322\t']
 ' Free State']	 'Theunissen']	 'Magistrate Court']	" <span class=""officenamecolor"">Theunissen</span>]"	 'Yes ']	 'Yes']		 '057 733 0007']	 '057 733 2494']	 '57 Le Roux Street, Theunissen 9410\t']	 'E 26.71188; S -28.39995\t']
 ' Limpopo']	 'Thohoyandou; Vuwani']	 'Magistrate Court']	" <span class=""officenamecolor"">Thohoyandou</span>]"	 'Yes ']	 'Yes']		 '015 962 5550']	 '015 962 5566']	 'Mphephu Drive, Thohoyandou 0950\t']	 '-22.97281; 30.45694\t']
 ' Mpumalanga']	 'Mankweng,  Mhala']	 'Magistrate Court']	" <span class=""officenamecolor"">Thulamahashe</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '013 773 0431/0335']	 '013 773 0430']	 'Main Street, Next to Police Station & Home Affairs, Thulamahashe 1365\t']	 '-24.7255; 31.20421\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Tin Mines</span>]"	 'No ']	 'No']		 '015 491 2158']	 '015 491 8111']	 '518 Marken Road, Mapela\t']	 '-24.03652; 28.77492\t']
 ' Eastern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Tina Falls</span>]"	 'No ']	 'No']		 'See Qumbu']		 'Tina Falls\t']	 'E 29.0218; S -31.22116\t']
 ' Limpopo']	 'Tiyani']	 'Branch Court']	" <span class=""officenamecolor"">Tiyani</span>]"	 'Yes ']	 'Yes']		 '015 873 2797']	 '015 873 2753']	 'Main Road, Next to Police Station and Post Office, Tiyani\t']	 '-23.30612; 30.29706\t']
 ' North West']	 'Tlhabane']	 'Detached Court']	" <span class=""officenamecolor"">Tlhabane</span>]"	 'Yes ']	 'Yes']		 '014 565 4206/ 7/8']	 '014 565 5813']	 '3582 Motsatsi Street, Tlhabane 0309\t']	 '-26.9779; 26.66973\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Tolwe</span>]"	 'No ']	 'No']		 '015 491 2158']	 '015 491 8111']	 'Rooihogte Farm Next To Hunters Lodge, 0690\t']	 '-22.98589; 28.57501\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Tom Burke</span>]"	 'No ']	 'No']		 '014 769 0063/ 0165/ 0167']	 '014 769 0165 Tel/Fax']	 'SAPS Tomburke, R572 Road, Van Wyk Farm, 0621\t']	 '-23.06948; 27.9986\t']
 ' Mpumalanga']	 'Nkomazi']	 'Magistrate Court']	" <span class=""officenamecolor"">Tonga</span>]"	 'Yes ']	 'Yes']		 '013 780 3312 /3153']	 '013 780 0747']	 'Tonga Road, Nkomazi 1341\t']	 '-25.68782; 31.78547\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Touws River</span>]"	 'No ']	 'No']		 '023 342 2325']	 '023 347 5024']	 '15 Douglas Str, Touwsrivier\t']	 'E 20.03149; S -33.33903\t']
 ' Free State']	 'Trompsburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Trompsburg</span>]"	 'Yes ']	 'Yes']		 '051 713 0003']	 '051 713 0269']	 '21 Kerk Street, Trompsburg 9913\t']	 'E 25.78108; S -30.03393\t']
 ' Gauteng']	 'Tsakane']	 'Detached Court']	" <span class=""officenamecolor"">Tsakane</span>]"	 'No ']	 'Yes']		 '011 739 1600']	 '-']	 '32019 Modjadji Street, Tsakane 1550\t']	 '-26.3462; 28.3764\t']
 ' Free State']	 'Tseki']	 'Detached Court']	" <span class=""officenamecolor"">Tseki</span>]"	 'No ']	 'Yes']		 '058 713 1524 / 1525']	 '058 713 2266']	 'Tseki Shopping Complex Poelong Village, next to Police Station, Witsieshoek\xa0 9870\t']	 'E 28.77217; S -28.58721\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Tshaulu</span>]"	 'No ']	 'No']		 '015 962 5550']	 '015 962 5566']	 'SAPS  Tshaulu, Tshaulu  Tshilaphala, Tshaulu Village\t']	 '-22.80376; 30.74825\t']
 ' Free State']	 'Tsheseng']	 'Detached Court']	" <span class=""officenamecolor"">Tsheseng</span>]"	 'No ']	 'Yes']		 '058 721 0160']	 '058 721 0153']	 '16 Mota Street, Tsheseng Village, Witsieshoek 9868\t']	 'E 28.87027; S -28.63458\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Tshidilamolomo</span>]"	 'No ']	 'No']		 '018 387 8000']	 '018 384 3594']	 'Tshidilamolomo Police Station, Tshidilamolomo\t']	 '-25.82623; 24.67332\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Tshikombani</span>]"	 'No ']	 'No']		 '015  962 5556']	 '015 962 5566']	 'Tshikombani Tribal Council \t']	 '-22.91142; 30.21735\t']
 ' Limpopo']	 'Tshilwavhusiku']	 'Magistrate Court']	" <span class=""officenamecolor"">Tshilwavhusiku</span>]"	 'Yes ']	 'Yes']		 '015 571 5277/ 5049/ 505 0563']	 '015 571 5490']	 'Next to Police Station, Tshilwavhusiku 0938\t']	 '-23.09656; 29.74109\t']
 ' Limpopo']	 'Tshitale']	 'Magistrate Court']	" <span class=""officenamecolor"">Tshitale</span>]"	 'Yes ']	 'Yes']		 '015 975 1715/17']	 '015 975 1716']	 'Mulima Sekgosese Road, Mulima 0817\t']	 '-23.35858; 29.98854\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Tsineng</span>]"	 'No ']	 'No']		 '053 773 1868/ 1869/ 1307/ 1550']	 '053 773 1502/1156']	 'Tsineng\t']	 '-27.08491; 23.07599\t']
 ' Eastern Cape']	 'Tsolo']	 'Magistrate Court']	" <span class=""officenamecolor"">Tsolo</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '047 542 0002']	 '047 542 0067']	 'Corner Main 7 & Thurston Streets, Tsolo 5170\t']	 'E 28.75651; S -31.31137\t']
 ' Eastern Cape']	 'Tsomo']	 'Magistrate Court']	" <span class=""officenamecolor"">Tsomo</span>]"	 'Yes ']	 'Yes']		 '047 488 0003']	 '047 488 0016']	 'Main Street , Tsomo 5400\t']	 'E 27.82072; S -32.03808\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Tuinplaas</span>]"	 'No ']	 'No']		 '014 717 5316']	 '014 717 5369']	 'Near SAPS Tuinplaas\t']	 '-24.90221; 28.73624\t']
 ' Western Cape']	 'Tulbagh, Wolseley']	 'Magistrate Court']	" <span class=""officenamecolor"">Tulbagh</span>]"	 'Yes ']	 'Yes']		 '023 230 0006']	 '023 230 0099']	 'c/o Piet Retief & Waterkant Street, Tulbagh 6820\t']	 'E 19.14045; S -33.28856\t']
